TIMESTAMP,TRACK_ID,OBJECT_TYPE,X,Y,CITY_NAME
315969173.2411156,00000000-0000-0000-0000-000000000000,AV,575.1992446843793,1962.502802832082,MIA
315969173.2411156,00000000-0000-0000-0000-000000036456,OTHERS,575.2151911453612,1944.663143565831,MIA
315969173.2411156,00000000-0000-0000-0000-000000037769,OTHERS,573.6661231516647,1893.4502542969992,MIA
315969173.2411156,00000000-0000-0000-0000-000000037808,OTHERS,570.0696143110695,1904.251494959799,MIA
315969173.2411156,00000000-0000-0000-0000-000000037820,OTHERS,571.5468264361971,1972.755814537635,MIA
315969173.2411156,00000000-0000-0000-0000-000000037576,OTHERS,572.9467221333239,2042.7943326447823,MIA
315969173.2411156,00000000-0000-0000-0000-000000037840,OTHERS,568.720149502557,1940.3330042446246,MIA
315969173.2411156,00000000-0000-0000-0000-000000037851,OTHERS,583.03812894028,1961.4392531361548,MIA
315969173.2411156,00000000-0000-0000-0000-000000037882,OTHERS,642.5758523434665,1975.3636341995245,MIA
315969173.2411156,00000000-0000-0000-0000-000000037883,OTHERS,690.8310156431231,1981.8733503001638,MIA
315969173.2411156,00000000-0000-0000-0000-000000037877,OTHERS,578.7114503750943,1860.7723181427273,MIA
315969173.2411156,00000000-0000-0000-0000-000000037801,OTHERS,572.7235159995921,1937.418507494235,MIA
315969173.2411156,00000000-0000-0000-0000-000000037872,OTHERS,630.0674917852367,1978.370817402843,MIA
315969173.2411156,00000000-0000-0000-0000-000000037869,OTHERS,641.6326829283001,1978.7909239151568,MIA
315969173.2411156,00000000-0000-0000-0000-000000035092,OTHERS,574.5694679444011,1988.4710963662005,MIA
315969173.2411156,00000000-0000-0000-0000-000000037794,OTHERS,589.3778076412473,1973.2691928838767,MIA
315969173.2411156,00000000-0000-0000-0000-000000037835,OTHERS,568.5735512271822,1957.8352359350365,MIA
315969173.2411156,00000000-0000-0000-0000-000000037868,OTHERS,570.4675927041137,2014.6228190785148,MIA
315969173.2411156,00000000-0000-0000-0000-000000037780,OTHERS,578.5706030112807,1942.6005732375354,MIA
315969173.2411156,00000000-0000-0000-0000-000000037803,OTHERS,572.7462709835257,1911.7262164339395,MIA
315969173.2411156,00000000-0000-0000-0000-000000037826,OTHERS,613.1600067426422,1977.462298383017,MIA
315969173.2411156,00000000-0000-0000-0000-000000037859,OTHERS,574.602143003395,2092.45872478206,MIA
315969173.2411156,00000000-0000-0000-0000-000000037740,OTHERS,582.5810207727205,1973.0259662344024,MIA
315969173.2411156,00000000-0000-0000-0000-000000037884,OTHERS,654.6883834935704,1973.2082278078049,MIA
315969173.2411156,00000000-0000-0000-0000-000000037866,AGENT,570.9766269534707,1982.9116127837801,MIA
315969173.2411156,00000000-0000-0000-0000-000000037856,OTHERS,570.6110717154272,1997.208668332546,MIA
315969173.2411156,00000000-0000-0000-0000-000000037825,OTHERS,610.7030142942483,1980.0947242050727,MIA
315969173.2411156,00000000-0000-0000-0000-000000037873,OTHERS,617.757485507137,1968.2652949858584,MIA
315969173.2411156,00000000-0000-0000-0000-000000037858,OTHERS,600.4280239348465,1963.5634145995111,MIA
315969173.35920113,00000000-0000-0000-0000-000000000000,AV,575.1765454404783,1963.3396100190967,MIA
315969173.35920113,00000000-0000-0000-0000-000000035092,OTHERS,574.5463797523815,1989.193969586581,MIA
315969173.35920113,00000000-0000-0000-0000-000000036456,OTHERS,575.2106685397163,1945.494516541276,MIA
315969173.35920113,00000000-0000-0000-0000-000000037866,AGENT,570.9956451026719,1982.330724227845,MIA
315969173.35920113,00000000-0000-0000-0000-000000037868,OTHERS,570.5293460501879,2014.1111141843887,MIA
315969173.35920113,00000000-0000-0000-0000-000000037835,OTHERS,568.692670796751,1957.3134316416824,MIA
315969173.35920113,00000000-0000-0000-0000-000000037794,OTHERS,589.3438359836173,1973.261641081248,MIA
315969173.35920113,00000000-0000-0000-0000-000000037869,OTHERS,641.8443634145523,1978.552137037513,MIA
315969173.35920113,00000000-0000-0000-0000-000000037801,OTHERS,572.7150887249986,1936.8019454430112,MIA
315969173.35920113,00000000-0000-0000-0000-000000037825,OTHERS,610.7943067067372,1980.2410138972546,MIA
315969173.35920113,00000000-0000-0000-0000-000000037882,OTHERS,641.4654672249118,1975.4796085963944,MIA
315969173.35920113,00000000-0000-0000-0000-000000037883,OTHERS,690.8310156431231,1981.8733503001638,MIA
315969173.35920113,00000000-0000-0000-0000-000000037740,OTHERS,582.5749228862397,1973.0409631136285,MIA
315969173.35920113,00000000-0000-0000-0000-000000037872,OTHERS,629.8603191263228,1978.3724820587602,MIA
315969173.35920113,00000000-0000-0000-0000-000000037873,OTHERS,617.718135633135,1968.236404158708,MIA
315969173.35920113,00000000-0000-0000-0000-000000037884,OTHERS,654.6883834935704,1973.2082278078049,MIA
315969173.35920113,00000000-0000-0000-0000-000000037877,OTHERS,578.7114503750943,1860.7723181427273,MIA
315969173.35920113,00000000-0000-0000-0000-000000037826,OTHERS,613.1172926241132,1977.377276328549,MIA
315969173.35920113,00000000-0000-0000-0000-000000037803,OTHERS,572.8293135021204,1910.7105747071287,MIA
