lat,lon,street,postcode,housenumber,city
25.7912851,-80.1672561,North Venetian Way,33139,1379,Miami
25.7912943,-80.1670649,North Venetian Way,33139,1401,Miami
25.791292,-80.1668431,North Venetian Way,33139,1413,Miami
25.7912561,-80.1666187,North Venetian Way,33139,1417,Miami
25.7911746,-80.1663976,North Venetian Way,33139,1421,Miami
25.7908445,-80.166208,North Venetian Way,33139,1429,Miami
25.7905374,-80.1707448,North Venetian Way,33139,1201,Miami
25.7908253,-80.1707303,North Venetian Way,33139,1215,Miami
25.7909748,-80.170578,North Venetian Way,33139,1221,Miami
25.791082,-80.1703596,North Venetian Way,33139,1233,Miami
25.791135,-80.1701224,North Venetian Way,33139,1235,Miami
25.791166,-80.1699169,North Venetian Way,33139,1237,Miami
25.7905053,-80.1697686,North Venetian Way,33139,1250,Miami
25.7911664,-80.1697444,North Venetian Way,33139,1239,Miami
25.7911751,-80.1695605,North Venetian Way,33139,1267,Miami
25.7911837,-80.1693781,North Venetian Way,33139,1269,Miami
25.7911926,-80.1691941,North Venetian Way,33139,1277,Miami
25.7912012,-80.1690123,North Venetian Way,33139,1301,Miami
25.7907256,-80.1688361,North Venetian Way,33139,1316,Miami
25.7912106,-80.1688189,North Venetian Way,33139,1315,Miami
25.7912208,-80.168607,North Venetian Way,33139,1325,Miami
25.7905906,-80.1684293,North Venetian Way,33139,1330,Miami
25.7912312,-80.1683885,North Venetian Way,33139,1335,Miami
25.7912416,-80.1681702,North Venetian Way,33139,1337,Miami
25.7907554,-80.1680849,North Venetian Way,33139,1338,Miami
25.791251,-80.167972,North Venetian Way,33139,1345,Miami
25.7912552,-80.1676842,North Venetian Way,33139,1353,Miami
25.7912765,-80.1674349,North Venetian Way,33139,1369,Miami
25.7903381,-80.1789825,North Venetian Way,33139,801,Miami
