TIMESTAMP,TRACK_ID,OBJECT_TYPE,X,Y,CITY_NAME
315967080.211121,00000000-0000-0000-0000-000000000000,AV,2393.331159480133,1017.851804478949,PIT
315967080.211121,00000000-0000-0000-0000-000000007739,OTHERS,2396.9480147045083,1017.6669205011684,PIT
315967080.211121,00000000-0000-0000-0000-000000009026,OTHERS,2388.944727437945,1020.3304366422564,PIT
315967080.211121,00000000-0000-0000-0000-000000007824,OTHERS,2413.546086078934,1033.0997488111996,PIT
315967080.211121,00000000-0000-0000-0000-000000008292,OTHERS,2383.712576107804,1009.1046963240808,PIT
315967080.211121,00000000-0000-0000-0000-000000008484,OTHERS,2419.4252944496952,1035.3940320189056,PIT
315967080.211121,00000000-0000-0000-0000-000000008933,OTHERS,2375.827329575724,994.9500782312787,PIT
315967080.211121,00000000-0000-0000-0000-000000008881,OTHERS,2399.321757041669,1015.8468022060769,PIT
315967080.211121,00000000-0000-0000-0000-000000008647,OTHERS,2420.508051131952,1045.8574835565892,PIT
315967080.211121,00000000-0000-0000-0000-000000008825,OTHERS,2382.232621060959,1011.0858050749796,PIT
315967080.211121,00000000-0000-0000-0000-000000008838,OTHERS,2361.242395007761,981.2737853949898,PIT
315967080.211121,00000000-0000-0000-0000-000000008843,OTHERS,2414.885975257214,1030.8418936162136,PIT
315967080.211121,00000000-0000-0000-0000-000000008848,OTHERS,2420.6656258296084,1043.031732343712,PIT
315967080.211121,00000000-0000-0000-0000-000000008929,OTHERS,2395.841610042178,1012.9033523362552,PIT
315967080.211121,00000000-0000-0000-0000-000000008934,OTHERS,2385.475647426359,1003.6419745294279,PIT
315967080.211121,00000000-0000-0000-0000-000000008687,OTHERS,2414.2794925009985,1040.5240444097187,PIT
315967080.211121,00000000-0000-0000-0000-000000009076,OTHERS,2373.0609171180386,1007.9623712902417,PIT
315967080.211121,00000000-0000-0000-0000-000000009012,OTHERS,2382.5666179690056,1028.8671637272791,PIT
315967080.211121,00000000-0000-0000-0000-000000007774,AGENT,2340.595213425177,968.2309964714335,PIT
315967080.211121,00000000-0000-0000-0000-000000008833,OTHERS,2407.7284613788765,1034.7020166881384,PIT
315967080.211121,00000000-0000-0000-0000-000000008862,OTHERS,2410.6368874082546,1026.579514057381,PIT
315967080.211121,00000000-0000-0000-0000-000000008870,OTHERS,2375.2148177353283,1004.459765570764,PIT
315967080.211121,00000000-0000-0000-0000-000000008939,OTHERS,2398.4661585157683,1031.534541374192,PIT
