1620,1
1671,1
1816,1
1875,1
1891,1
1937,1
1961,1
1962,1
1975,1
2005,1
2006,1
2017,1
2036,1
2065,1
2081,1
2087,1
2108,1
2145,1
2148,1
2158,1
2166,1
2180,1
2182,1
2184,1
2187,1
2190,1
2192,1
2193,1
2207,1
2211,1
2213,1
2218,2
2224,1
2232,1
2234,1
2235,1
2236,1
2238,1
2246,2
2247,1
2250,1
2254,1
2260,2
2261,1
2264,1
2267,1
2279,1
2282,1
2285,2
2292,1
2295,1
2296,1
2298,1
2299,1
2302,2
2305,1
2306,1
2307,1
2308,1
2309,1
2315,1
2321,2
2324,1
2327,1
2329,1
2330,1
2335,1
2340,1
2341,1
2342,1
2343,2
2345,2
2346,1
2349,1
2350,2
2351,2
2354,1
2358,2
2359,1
2361,1
2362,2
2363,1
2364,1
2366,2
2367,1
2368,2
2369,1
2370,1
2371,2
2372,2
2373,1
2374,1
2375,1
2376,1
2377,1
2378,1
2379,1
2381,2
2382,1
2383,1
2384,2
2385,1
2386,1
2387,1
2388,2
2389,1
2390,1
2391,3
2392,1
2393,2
2394,3
2395,5
2396,1
2397,1
2398,2
2399,1
2401,2
2402,3
2403,2
2405,4
2407,3
2408,3
2409,3
2410,2
2411,2
2412,2
2413,2
2414,4
2415,1
2416,2
2417,4
2418,2
2420,2
2421,5
2422,3
2423,1
2424,3
2426,2
2427,1
2428,2
2429,3
2430,2
2431,4
2432,3
2433,2
2434,2
2435,4
2436,4
2437,3
2438,2
2439,2
2440,4
2441,4
2442,3
2443,5
2444,3
2445,3
2446,4
2447,2
2448,2
2449,5
2450,5
2451,2
2452,1
2453,2
2454,5
2455,3
2456,3
2457,2
2458,3
2459,3
2460,3
2461,5
2462,8
2463,5
2464,5
2465,5
2466,3
2467,7
2468,10
2469,4
2470,6
2471,4
2472,6
2473,3
2474,4
2475,8
2476,6
2477,3
2478,2
2479,3
2480,3
2481,8
2482,4
2483,7
2484,6
2485,6
2486,9
2487,6
2488,6
2489,5
2490,3
2491,3
2492,7
2493,10
2494,4
2495,5
2496,1
2497,9
2498,7
2499,7
2500,11
2501,6
2502,7
2503,8
2504,3
2505,14
2506,6
2507,8
2508,11
2509,8
2510,14
2511,10
2512,6
2513,7
2514,9
2515,13
2516,8
2517,6
2518,9
2519,7
2520,9
2521,8
2522,10
2523,10
2524,6
2525,12
2526,9
2527,10
2528,11
2529,10
2530,8
2531,11
2532,6
2533,11
2534,13
2535,14
2536,9
2537,14
2538,13
2539,11
2540,13
2541,10
2542,17
2543,15
2544,13
2545,12
2546,11
2547,10
2548,9
2549,11
2550,12
2551,7
2552,10
2553,11
2554,10
2555,9
2556,11
2557,12
2558,11
2559,11
2560,15
2561,15
2562,10
2563,15
2564,17
2565,12
2566,16
2567,12
2568,14
2569,10
2570,19
2571,15
2572,12
2573,9
2574,22
2575,15
2576,18
2577,12
2578,8
2579,10
2580,19
2581,10
2582,15
2583,19
2584,19
2585,9
2586,14
2587,24
2588,12
2589,16
2590,8
2591,18
2592,17
2593,11
2594,12
2595,11
2596,10
2597,20
2598,26
2599,14
2600,8
2601,18
2602,13
2603,20
2604,13
2605,14
2606,15
2607,20
2608,12
2609,12
2610,20
2611,14
2612,15
2613,9
2614,17
2615,13
2616,12
2617,16
2618,10
2619,10
2620,11
2621,19
2622,23
2623,13
2624,14
2625,15
2626,21
2627,13
2628,15
2629,23
2630,17
2631,14
2632,21
2633,23
2634,25
2635,21
2636,18
2637,14
2638,21
2639,22
