TIMESTAMP,TRACK_ID,OBJECT_TYPE,X,Y,CITY_NAME
315970561.8110869,00000000-0000-0000-0000-000000000000,AV,2798.933749522443,1392.6373622823462,PIT
315970561.8110869,00000000-0000-0000-0000-000000024885,OTHERS,2807.2705368790307,1396.4032328845901,PIT
315970561.8110869,00000000-0000-0000-0000-000000025835,OTHERS,2758.383719441295,1357.8271608379746,PIT
315970561.8110869,00000000-0000-0000-0000-000000024932,AGENT,2794.076529242097,1384.3294080044013,PIT
315970561.8110869,00000000-0000-0000-0000-000000025496,OTHERS,2763.5763493827053,1359.3257685371316,PIT
315970561.8110869,00000000-0000-0000-0000-000000025867,OTHERS,2763.701055364965,1407.0962994043334,PIT
315970561.8110869,00000000-0000-0000-0000-000000025845,OTHERS,2783.1665946989233,1386.962879950889,PIT
315970561.8110869,00000000-0000-0000-0000-000000025761,OTHERS,2799.24651535667,1397.0978913931006,PIT
315970561.8110869,00000000-0000-0000-0000-000000025796,OTHERS,2773.8067848480805,1373.68833226187,PIT
315970561.8110869,00000000-0000-0000-0000-000000025737,OTHERS,2826.0547342140203,1421.7313033572848,PIT
315970561.8110869,00000000-0000-0000-0000-000000025793,OTHERS,2803.090620845844,1400.7924621215177,PIT
315970561.8110869,00000000-0000-0000-0000-000000025840,OTHERS,2769.4809577013184,1369.38747851033,PIT
315970561.8110869,00000000-0000-0000-0000-000000025851,OTHERS,2771.214198732176,1374.996317606325,PIT
315970561.8110869,00000000-0000-0000-0000-000000025802,OTHERS,2784.8781586903447,1386.3775384633045,PIT
315970561.8110869,00000000-0000-0000-0000-000000025786,OTHERS,2767.4199354347134,1355.908940877192,PIT
315970561.8110869,00000000-0000-0000-0000-000000025773,OTHERS,2809.828489838957,1394.6311386404864,PIT
315970561.8110869,00000000-0000-0000-0000-000000025758,OTHERS,2825.562789116112,1409.3324672324936,PIT
315970561.8110869,00000000-0000-0000-0000-000000025767,OTHERS,2817.972824339003,1402.5128504800955,PIT
315970561.8110869,00000000-0000-0000-0000-000000025695,OTHERS,2861.810129227301,1442.403120384048,PIT
315970561.8110869,00000000-0000-0000-0000-000000025790,OTHERS,2808.221889008533,1405.3911951161097,PIT
315970561.8110869,00000000-0000-0000-0000-000000025763,OTHERS,2814.458879207249,1398.7982561013175,PIT
315970561.8110869,00000000-0000-0000-0000-000000025754,OTHERS,2828.454981038102,1412.4942845710932,PIT
315970561.8110869,00000000-0000-0000-0000-000000025750,OTHERS,2821.800489828823,1406.177450036037,PIT
315970561.8110869,00000000-0000-0000-0000-000000025791,OTHERS,2805.919071946054,1390.8283099786408,PIT
315970561.8110869,00000000-0000-0000-0000-000000025733,OTHERS,2812.247365787141,1408.988027415284,PIT
315970561.8110869,00000000-0000-0000-0000-000000025718,OTHERS,2836.1731074609747,1419.6541030578946,PIT
315970561.8110869,00000000-0000-0000-0000-000000025725,OTHERS,2838.759548223672,1428.96101777185,PIT
315970561.8110869,00000000-0000-0000-0000-000000025863,OTHERS,2775.099340605427,1377.24801226838,PIT
315970561.8110869,00000000-0000-0000-0000-000000025747,OTHERS,2832.872794758795,1416.4165594954284,PIT
315970561.8110869,00000000-0000-0000-0000-000000025711,OTHERS,2847.2219058874257,1441.2248147081837,PIT
315970561.91085184,00000000-0000-0000-0000-000000000000,AV,2798.7375460490816,1392.485347173464,PIT
315970561.91085184,00000000-0000-0000-0000-000000024885,OTHERS,2806.732045091303,1395.901596787061,PIT
315970561.91085184,00000000-0000-0000-0000-000000025835,OTHERS,2758.371457849643,1357.8268941526876,PIT
315970561.91085184,00000000-0000-0000-0000-000000024932,AGENT,2793.507745479237,1383.7743113816919,PIT
315970561.91085184,00000000-0000-0000-0000-000000025496,OTHERS,2763.0140700321863,1358.8242781247557,PIT
315970561.91085184,00000000-0000-0000-0000-000000025867,OTHERS,2763.726322908562,1407.054185759124,PIT
315970561.91085184,00000000-0000-0000-0000-000000025845,OTHERS,2783.214229172257,1386.8923357371725,PIT
315970561.91085184,00000000-0000-0000-0000-000000025761,OTHERS,2799.225507387998,1397.0378384764401,PIT
315970561.91085184,00000000-0000-0000-0000-000000025796,OTHERS,2773.777272349449,1373.7417938388198,PIT
315970561.91085184,00000000-0000-0000-0000-000000025737,OTHERS,2825.7376591071447,1421.5373825686927,PIT
315970561.91085184,00000000-0000-0000-0000-000000025793,OTHERS,2803.053575355755,1400.6756754725961,PIT
315970561.91085184,00000000-0000-0000-0000-000000025840,OTHERS,2769.4456088762568,1369.325887313794,PIT
315970561.91085184,00000000-0000-0000-0000-000000025851,OTHERS,2771.214198732176,1374.996317606325,PIT
315970561.91085184,00000000-0000-0000-0000-000000025802,OTHERS,2784.901650354225,1386.361189832738,PIT
315970561.91085184,00000000-0000-0000-0000-000000025786,OTHERS,2767.3767100240666,1355.938469143624,PIT
315970561.91085184,00000000-0000-0000-0000-000000025773,OTHERS,2809.835434931995,1394.6268902600698,PIT
315970561.91085184,00000000-0000-0000-0000-000000025758,OTHERS,2825.57061395908,1409.3318366001804,PIT
315970561.91085184,00000000-0000-0000-0000-000000025767,OTHERS,2817.9624644507453,1402.5751718662011,PIT
315970561.91085184,00000000-0000-0000-0000-000000025695,OTHERS,2861.665557231865,1442.4241126704364,PIT
315970561.91085184,00000000-0000-0000-0000-000000025790,OTHERS,2808.150760014973,1405.3133697611472,PIT
315970561.91085184,00000000-0000-0000-0000-000000025763,OTHERS,2814.553096982301,1398.8628012431,PIT
315970561.91085184,00000000-0000-0000-0000-000000025754,OTHERS,2828.3717074791816,1412.395932244205,PIT
315970561.91085184,00000000-0000-0000-0000-000000025750,OTHERS,2821.742863917443,1406.113656812228,PIT
315970561.91085184,00000000-0000-0000-0000-000000025791,OTHERS,2805.902366877817,1390.8046909187638,PIT
315970561.91085184,00000000-0000-0000-0000-000000025733,OTHERS,2812.251268051876,1408.9881364421788,PIT
315970561.91085184,00000000-0000-0000-0000-000000025718,OTHERS,2836.1731074609747,1419.6541030578946,PIT
315970561.91085184,00000000-0000-0000-0000-000000025725,OTHERS,2838.1186906849957,1428.3718772574555,PIT
315970561.91085184,00000000-0000-0000-0000-000000025863,OTHERS,2775.099340605427,1377.24801226838,PIT
315970561.91085184,00000000-0000-0000-0000-000000025747,OTHERS,2832.872794758795,1416.4165594954284,PIT
315970561.91085184,00000000-0000-0000-0000-000000025711,OTHERS,2847.188566431579,1441.1490122646921,PIT
315970562.01148474,00000000-0000-0000-0000-000000000000,AV,2798.48817342786,1392.2438122253022,PIT
315970562.01148474,00000000-0000-0000-0000-000000024885,OTHERS,2806.2460152066246,1395.425087488216,PIT
315970562.01148474,00000000-0000-0000-0000-000000025835,OTHERS,2758.3416778242854,1357.862021843681,PIT
