TIMESTAMP,TRACK_ID,OBJECT_TYPE,X,Y,CITY_NAME
315970946.9,00000000-0000-0000-0000-000000000000,AV,566.9979836,2343.548996,MIA
315970946.9,00000000-0000-0000-0000-000000054232,OTHERS,569.4624344,2343.212625,MIA
315970946.9,00000000-0000-0000-0000-000000054828,OTHERS,550.1386564,2395.810793,MIA
315970946.9,00000000-0000-0000-0000-000000054838,OTHERS,529.0854915,2349.627894,MIA
315970946.9,00000000-0000-0000-0000-000000054870,OTHERS,567.6434483,2322.100273,MIA
315970946.9,00000000-0000-0000-0000-000000054892,OTHERS,570.7336111,2321.795336,MIA
315970946.9,00000000-0000-0000-0000-000000054886,OTHERS,567.5611927,2310.594872,MIA
315970946.9,00000000-0000-0000-0000-000000054852,AGENT,561.6895059,2409.130775,MIA
315970946.9,00000000-0000-0000-0000-000000054859,OTHERS,537.870532,2353.691813,MIA
315970946.9,00000000-0000-0000-0000-000000054785,OTHERS,570.177873,2375.061143,MIA
315970946.9,00000000-0000-0000-0000-000000054814,OTHERS,562.0222024,2375.926523,MIA
315970946.9,00000000-0000-0000-0000-000000054796,OTHERS,556.0777147,2333.850022,MIA
315970946.9,00000000-0000-0000-0000-000000054769,OTHERS,574.6531392,2364.873105,MIA
315970946.9,00000000-0000-0000-0000-000000054764,OTHERS,545.049487,2350.425007,MIA
315970946.9,00000000-0000-0000-0000-000000054625,OTHERS,543.0919327,2353.90912,MIA
315970946.9,00000000-0000-0000-0000-000000054758,OTHERS,564.548847,2311.361569,MIA
315970946.9,00000000-0000-0000-0000-000000054863,OTHERS,531.341559,2349.185984,MIA
315970946.9,00000000-0000-0000-0000-000000054808,OTHERS,537.4944534,2349.89466,MIA
315970946.9,00000000-0000-0000-0000-000000054732,OTHERS,530.2042504,2353.354144,MIA
315970946.9,00000000-0000-0000-0000-000000054782,OTHERS,540.6857267,2357.663919,MIA
315970946.9,00000000-0000-0000-0000-000000054831,OTHERS,528.5425351,2352.783982,MIA
315970946.9,00000000-0000-0000-0000-000000054881,OTHERS,566.0614963,2273.269204,MIA
315970946.9,00000000-0000-0000-0000-000000054708,OTHERS,535.7883648,2353.325777,MIA
315970946.9,00000000-0000-0000-0000-000000054702,OTHERS,550.5824423,2354.457958,MIA
315970946.9,00000000-0000-0000-0000-000000054888,OTHERS,567.6740253,2252.762127,MIA
315970946.9,00000000-0000-0000-0000-000000054701,OTHERS,553.6142619,2350.83023,MIA
315970946.9,00000000-0000-0000-0000-000000054889,OTHERS,571.137746,2314.637348,MIA
315970946.9,00000000-0000-0000-0000-000000054700,OTHERS,564.9524783,2283.837836,MIA
315970947,00000000-0000-0000-0000-000000000000,AV,566.9976698,2343.549314,MIA
315970947,00000000-0000-0000-0000-000000054838,OTHERS,531.2497454,2349.162093,MIA
315970947,00000000-0000-0000-0000-000000054232,OTHERS,569.7441832,2344.078314,MIA
315970947,00000000-0000-0000-0000-000000054828,OTHERS,550.2122902,2395.828609,MIA
315970947,00000000-0000-0000-0000-000000054870,OTHERS,567.6035438,2322.755184,MIA
315970947,00000000-0000-0000-0000-000000054886,OTHERS,567.6306132,2311.151862,MIA
315970947,00000000-0000-0000-0000-000000054764,OTHERS,545.2691283,2350.439355,MIA
315970947,00000000-0000-0000-0000-000000054625,OTHERS,542.9969904,2353.98208,MIA
315970947,00000000-0000-0000-0000-000000054895,OTHERS,571.2559717,2325.109907,MIA
315970947,00000000-0000-0000-0000-000000054852,AGENT,561.6078729,2407.262829,MIA
315970947,00000000-0000-0000-0000-000000054859,OTHERS,537.8551405,2353.740271,MIA
315970947,00000000-0000-0000-0000-000000054785,OTHERS,570.1047464,2376.377392,MIA
315970947,00000000-0000-0000-0000-000000054814,OTHERS,562.1767496,2373.189186,MIA
315970947,00000000-0000-0000-0000-000000054796,OTHERS,556.0367728,2334.197235,MIA
315970947,00000000-0000-0000-0000-000000054732,OTHERS,530.21211,2353.314414,MIA
315970947,00000000-0000-0000-0000-000000054808,OTHERS,537.4932532,2349.918285,MIA
315970947,00000000-0000-0000-0000-000000054758,OTHERS,564.5553099,2309.603293,MIA
315970947,00000000-0000-0000-0000-000000054863,OTHERS,529.1133373,2349.674557,MIA
315970947,00000000-0000-0000-0000-000000054782,OTHERS,539.3108281,2357.700389,MIA
315970947,00000000-0000-0000-0000-000000054831,OTHERS,528.5050709,2352.732223,MIA
315970947,00000000-0000-0000-0000-000000054881,OTHERS,566.0614963,2273.269204,MIA
315970947,00000000-0000-0000-0000-000000054708,OTHERS,535.9030079,2353.345494,MIA
315970947,00000000-0000-0000-0000-000000054702,OTHERS,550.5735796,2354.471902,MIA
315970947,00000000-0000-0000-0000-000000054888,OTHERS,567.7719568,2252.551684,MIA
315970947,00000000-0000-0000-0000-000000054701,OTHERS,553.685649,2350.841658,MIA
315970947,00000000-0000-0000-0000-000000054889,OTHERS,571.1348313,2315.101072,MIA
315970947,00000000-0000-0000-0000-000000054700,OTHERS,565.0552795,2283.055223,MIA
315970947.1,00000000-0000-0000-0000-000000000000,AV,566.9980299,2343.54992,MIA
315970947.1,00000000-0000-0000-0000-000000054700,OTHERS,565.0228393,2282.659594,MIA
315970947.1,00000000-0000-0000-0000-000000054701,OTHERS,553.7439335,2350.826624,MIA
315970947.1,00000000-0000-0000-0000-000000054232,OTHERS,569.7950694,2344.708215,MIA
315970947.1,00000000-0000-0000-0000-000000054702,OTHERS,550.541493,2354.438623,MIA
315970947.1,00000000-0000-0000-0000-000000054708,OTHERS,535.8351414,2353.326266,MIA
315970947.1,00000000-0000-0000-0000-000000054782,OTHERS,538.3297015,2357.64262,MIA
315970947.1,00000000-0000-0000-0000-000000054863,OTHERS,529.4214074,2349.543481,MIA
315970947.1,00000000-0000-0000-0000-000000054758,OTHERS,564.5466456,2308.710427,MIA
315970947.1,00000000-0000-0000-0000-000000054808,OTHERS,537.4547654,2349.914004,MIA
315970947.1,00000000-0000-0000-0000-000000054831,OTHERS,528.7158395,2352.715205,MIA
315970947.1,00000000-0000-0000-0000-000000054732,OTHERS,530.1124261,2353.369255,MIA
315970947.1,00000000-0000-0000-0000-000000054838,OTHERS,531.136725,2349.241912,MIA
315970947.1,00000000-0000-0000-0000-000000054889,OTHERS,571.1112413,2315.420556,MIA
315970947.1,00000000-0000-0000-0000-000000054852,AGENT,561.6529844,2406.294213,MIA
315970947.1,00000000-0000-0000-0000-000000054888,OTHERS,567.865279,2252.149072,MIA
315970947.1,00000000-0000-0000-0000-000000054895,OTHERS,571.2369262,2325.326221,MIA
315970947.1,00000000-0000-0000-0000-000000054785,OTHERS,570.1015621,2377.349653,MIA
315970947.1,00000000-0000-0000-0000-000000054796,OTHERS,556.0218406,2334.383763,MIA
315970947.1,00000000-0000-0000-0000-000000054814,OTHERS,562.2175571,2371.785182,MIA
315970947.1,00000000-0000-0000-0000-000000054859,OTHERS,537.8788225,2353.764008,MIA
315970947.1,00000000-0000-0000-0000-000000054625,OTHERS,543.1557817,2353.911769,MIA
